ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match
489,sick,train,There is no dog playing with a red ball,Two daschunds are playing with a red ball,contradiction,2,TRUE,,"(daschund, dog)","(daschund, dog)",,"(daschund, dog)",FALSE,,FALSE,,FALSE,
4894267064.jpg#3r1e,snli,dev,2 woman walking down the street next to graffiti,The woman are by grafitti.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4909669888.jpg#2r1e,snli,dev,A Black woman on the street is talking on her cellphone.,A black woman is on her phone.,entailment,2,TRUE,,"(cellphone, phone)","(cellphone, phone)",,"(cellphone, phone)",FALSE,,FALSE,,TRUE,
4915658588.jpg#4r1e,snli,dev,Three people wearing black chatting on a street corner.,Three people are talking outside.,entailment,2,FALSE,,"(chat, talk); (street, outside)",,"(chat, talk)","(chat, talk); (street corner, outside)",,FALSE,FALSE,,,FALSE
4916,sick,dev,A man is singing and playing a guitar,A man is singing and playing a musical instrument,entailment,2,TRUE,,"(guitar, musical instrument)",,"(guitar, musical instrument)","(guitar, musical instrument)",,TRUE,TRUE,,,TRUE
4929903531.jpg#1r1e,snli,dev,A child is looking at some colorful dresses.,A person is looking at some colorful dresses.,entailment,2,TRUE,,"(child, person)","(child, person)","(child, person)",,TRUE,TRUE,,TRUE,,
493507605.jpg#2r1e,snli,dev,Two black dogs run along the green grass.,Two dogs run along the lawn.,entailment,3,FALSE,,,NO_RELATION,"(grass, lawn)",NO_RELATION,,,,FALSE,TRUE,FALSE
4935241932.jpg#3r1e,snli,dev,A green bike is parked next to a door.,The bike is outside.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
4938897545.jpg#4r1e,snli,dev,A motorcycle rider is making a sharp turn.,The motorcyclist is turning.,entailment,2,TRUE,,"(motorcycle rider, motorcyclist)","(motorcycle rider, motorcyclist)",,"(motorcycle rider, motorcyclist)",FALSE,,TRUE,,FALSE,
4950416860.jpg#3r1e,snli,dev,A man in a canoe throwing a yellow net into the water.,A man is in a boat,entailment,3,TRUE,,,"(canoe, boat)","(canoe, boat)","(canoe, boat)",,,,TRUE,TRUE,TRUE
4972,sick,test,An onion is being chopped,An onion is being sliced,entailment,3,TRUE,,,"(chop, slice)","(chop, slice)","(chop, slice)",,,,FALSE,FALSE,TRUE
4974,sick,train,Someone is holding a hedgehog,Someone is holding a small animal,entailment,2,TRUE,,"(hedgehog, small animal)","(hedgehog, small animal)","(hedgehog, small animal)",,TRUE,TRUE,,TRUE,,
4979886037.jpg#3r1e,snli,dev,A smiling costumed woman is holding an umbrella.,A happy woman holds an umbrella.,entailment,2,TRUE,,"(smiling, happy)",,"(smiling, happy)","(smiling, happy)",,TRUE,TRUE,,,TRUE
4980505768.jpg#1r1e,snli,dev,A woman dressed as Snow White walks with other girls in costume down a street.,A woman is dressed as a fairy tale character.,entailment,3,TRUE,,,"(snow white, fairy tale character)","(snow white, fairy tale character)","(snow white, fairy tale character)",,,,TRUE,TRUE,TRUE
4985197970.jpg#0r1e,snli,dev,"A sunny street with a red building, parked cars, and a man walking down the road.",The sun is shining.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
4985197970.jpg#3r1e,snli,dev,A person is walking down a cobblestone street.,The cobblestone street is not empty.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,FALSE,,FALSE,,TRUE,
501699433.jpg#0r1e,snli,dev,Two boys are swimming underwater in a pool and a girl is swimming in the background.,There are some kids in this picture,entailment,2,FALSE,,"(boy, kid)","(boy, kid)","(boy, kid); (girl, kid)",,TRUE,FALSE,,FALSE,,
5030,sick,dev,The man is talking on the telephone,The man is speaking on the telephone,entailment,2,TRUE,,"(talk, speak)","(talk, speak)",,"(talk, speak)",TRUE,,TRUE,,TRUE,
5042057368.jpg#3r1e,snli,dev,Old woman chasing away two lambs with a broom.,There is a woman and some animals.,entailment,2,TRUE,,"(lamb, animal)","(lamb, animal)","(lamb, animal)",,TRUE,TRUE,,TRUE,,
506442755.jpg#3r1e,snli,dev,bicycles stationed while a group of people socialize.,People get together near a stand of bicycles.,entailment,3,FALSE,,,"(socialize, get together)","(socialize, get together); (station, stand)","(socialize, get together)",,,,FALSE,FALSE,FALSE
507035997.jpg#2r1e,snli,dev,A man cooking kabobs on a barbecue in his backyard.,The man is have a cookout.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
507746329.jpg#3r1e,snli,dev,Six children splashing in an outdoor water park.,Kids are wet.,entailment,2,FALSE,,"(child, kid); (splash, wet)","(child, kid)","(child, kid)",,FALSE,FALSE,,FALSE,,
5110,sick,dev,A chef is preparing some food,A chef is preparing a meal,entailment,2,TRUE,,"(food, meal)",,"(food, meal)","(food, meal)",,TRUE,TRUE,,,TRUE
5113,sick,dev,Two sumo ringers are fighting,Two sumo wrestlers are fighting,entailment,3,TRUE,,,"(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)",,,,FALSE,FALSE,FALSE
51145797.jpg#4r1e,snli,dev,Two people are in a green forest.,The forest is not dead.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
5149,sick,train,A lemur is hanging on a cord,A lemur is hanging on a rope,entailment,2,TRUE,,"(cord, rope)","(cord, rope)","(cord, rope)",,TRUE,TRUE,,TRUE,,
5198,sick,train,A boy is saying a word,A child is talking,entailment,2,TRUE,,"(boy, child); (say, talk)","(boy, child); (say, talk)",,"(boy, child); (say, talk)",TRUE,,TRUE,,TRUE,
5217397101.jpg#3r1e,snli,dev,A nun is taking a picture outside.,A woman is outside,entailment,2,TRUE,,"(nun, woman)","(nun, woman)","(nun, woman)",,TRUE,TRUE,,TRUE,,
5218695756.jpg#0r1e,snli,dev,"A worker in a striped orange, gray, and white t-shirt hovers over a stand that is displaying different kinds of flat bread.",A worker stands over a bread display.,entailment,2,FALSE,,"(stand, display)",,"(stand, display)","(hover over, stand over); (stand, display)",,TRUE,FALSE,,,FALSE
5230,sick,test,A tiger is walking around,A tiger is strolling around,entailment,2,FALSE,,"(walk, stroll)",,"(walk, stroll)","(walk around, stroll around)",,TRUE,FALSE,,,FALSE
5262731925.jpg#3r1e,snli,dev,One man watching another man operate heavy machinery doing road construction.,A man watches another do construction work.,entailment,2,FALSE,,"(operate, do); (road construction, construction work)","(road construction, construction work)","(road construction, construction work)",,FALSE,FALSE,,TRUE,,
5266194002.jpg#0r1e,snli,dev,A man in a blue t-shirt is watching two women sitting at a table in the kitchen baking.,A man watches two women cook,entailment,2,TRUE,,"(bake, cook)",,"(bake, cook)","(bake, cook)",,FALSE,FALSE,,,TRUE
5280521648.jpg#0r1e,snli,dev,A young man and a young women in white lab coats are reading a biology textbook together and looking at a microscope in a laboratory.,Two people are referencing a textbook in a laboratory.,entailment,2,FALSE,"(man, people); (read, reference); (woman, people)","(man, person); (read, reference); (woman, person)",,NO_RELATION,"(read, reference)",,FALSE,FALSE,,,FALSE
530661899.jpg#2r1e,snli,dev,A man and women walk atop a hill.,A man and woman are walking.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
533601247.jpg#2r1e,snli,dev,A boy in sandals is looking at a camera in a busy street.,"A boy is in a busy street, wearing sandals, looking at a camera",entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,FALSE,,,FALSE
5430568615.jpg#4r1e,snli,dev,A crowd of people are watching hot air balloons inflate.,People watching hot air balloons inflating.,entailment,2,FALSE,,"(crowd, people)",NO_RELATION,NO_RELATION,,FALSE,FALSE,,TRUE,,
5435,sick,train,Two baby pandas are playing,Two cubs are playing,entailment,3,TRUE,,,"(baby panda, cub)","(baby panda, cub)","(baby panda, cub)",,,,TRUE,TRUE,TRUE
5436986554.jpg#1r1e,snli,dev,Military men dressed in camouflage and white aim there weapons while out in the snowy weather.,men have weapons,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
5462,sick,train,A boy is mowing the lawn,A guy is mowing the lawn,entailment,2,TRUE,,"(boy, guy)","(boy, guy)","(boy, guy)",,TRUE,TRUE,,TRUE,,
5498,sick,dev,A woman is cutting a lemon,A woman is cutting fruit,entailment,2,TRUE,,"(lemon, fruit)","(lemon, fruit)",,"(lemon, fruit)",TRUE,,TRUE,,TRUE,
552863655.jpg#3r1e,snli,dev,A young boy kissing an old man on the forehead.,There is a boy showing affection to an old man.,entailment,2,FALSE,,"(kiss, affection)",,NO_RELATION,"(kiss, affection)",,FALSE,FALSE,,,FALSE
5554,sick,train,The man is aiming a gun,The man is handling a gun,entailment,2,TRUE,,"(aim, handle)",,"(aim, handle)","(aim, handle)",,TRUE,FALSE,,,FALSE
5555,sick,train,The man is aiming a gun,The man is drawing a gun,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
562928217.jpg#4r1e,snli,dev,A black and a white dog are going after a tennis ball.,The dogs are chasing a ball.,entailment,2,TRUE,,"(go after, chase)","(go after, chase)","(go after, chase)",,TRUE,TRUE,,TRUE,,
5728602543.jpg#4r1e,snli,dev,Two young girls looking at Barbie dolls.,Two girls are watching dolls.,entailment,2,TRUE,,"(look, watch)","(look, watch)","(look, watch)",,TRUE,FALSE,,FALSE,,
5770115416.jpg#3r1e,snli,dev,Elderly man painting a picture with a small paintbrush.,An old man is creating art.,entailment,3,FALSE,,,"(elderly, old); (paint, create); (picture, art)","(elderly, old); (paint, create); (picture, art)","(elderly, old); (paint, creat); (picture, art)",,,,FALSE,FALSE,FALSE
5791070.jpg#3r1e,snli,dev,"Interior of the restaurant chain: Planet Hollywood, various movie memorabilia decorate the space.",The inside of a restaurant.,entailment,3,TRUE,,,"(interior, inside)","(interior, inside)","(interior, inside)",,,,FALSE,FALSE,TRUE
5806,sick,dev,A man is rowing a canoe,A man is rowing a boat,entailment,2,TRUE,,"(canoe, boat)","(canoe, boat)","(canoe, boat)",,TRUE,TRUE,,TRUE,,
5871026012.jpg#3r1e,snli,dev,A golfer has just finished swinging his club.,a human outside,entailment,2,TRUE,,"(golfer, human)","(golfer, human)","(golfer, human)",,FALSE,TRUE,,FALSE,,
5938,sick,dev,Vegetables are being put into a pot by a man,Someone is pouring ingredients into a pot,entailment,2,FALSE,"(vegetable, ingredient); (man, someone)","(man, someone); (put, pour); (vegetable, ingredient)","(man, someone); (pour, put); (vegetable, ingredient)",,"(vegetable, ingredient)",FALSE,,FALSE,,FALSE,
6065,sick,train,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,entailment,2,FALSE,,"(blue, blue colored)",,"(blue jacket, blue colored jacket)",NO_RELATION,,FALSE,FALSE,,,FALSE
6167481552.jpg#3r1e,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,The stadium is not full.,entailment,2,TRUE,,"(half empty, not full)","(half empty, not full)",,"(half empty, not full)",FALSE,,FALSE,,FALSE,
6167481552.jpg#3r1n,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,There is a game about to be played.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
6214,sick,train,A man is on a ship in front of the sunset,A man is on a boat in front of the sunset,entailment,3,TRUE,,,"(ship, boat)","(ship, boat)","(ship, boat)",,,,TRUE,TRUE,TRUE
6220789654.jpg#3r1e,snli,dev,A woman closes her eyes as she plays her cello.,A woman is making music.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,FALSE,TRUE,,FALSE,,
6285562381.jpg#2r1e,snli,dev,A man and a woman hug on a grassy hillside overlooking the countryside in the distance.,The man and woman are outdoors.,entailment,2,TRUE,,"(hillside, outdoors)","(hillside, outdoors)",,"(hillside, outdoors)",FALSE,,TRUE,,FALSE,
6326513189.jpg#3r1e,snli,dev,One of the hockey players just tried to score,There are a bunch of people on the ice.,entailment,2,FALSE,"(player, people)","(player, person)",,NO_RELATION,NO_RELATION,,FALSE,FALSE,,,TRUE
6336028231.jpg#0r1e,snli,dev,A skydiving instructor with a student strapped together while skydiving.,People are jumping from a plane.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
6395,sick,train,A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,entailment,2,FALSE,,"(group, pack)","(pack, group)","(group, pack)",,FALSE,TRUE,,FALSE,,
6473658975.jpg#3r1e,snli,dev,The couple are wearing glasses intended for 3D movies.,A couple are both wearing accessories.,entailment,2,FALSE,,NO_RELATION,,"(glasses, accessory)",NO_RELATION,,FALSE,TRUE,,,FALSE
6584,sick,train,A young female is dancing,A young girl is dancing,entailment,2,FALSE,,"(female, girl)","(girl, female)",,"(female, girl)",FALSE,,TRUE,,FALSE,
65847949.jpg#1r3e,snli,train,Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors,entailment,2,TRUE,,"(patio, outdoors)","(patio, outdoors)","(patio, outdoors)",,FALSE,TRUE,,FALSE,,
6634,sick,dev,A hurdle is being leapt by a horse that has a rider on its back,A horse and its rider are leaping over a barrier,entailment,2,TRUE,,"(hurdle, barrier); (leap, leap over)",,"(hurdle, barrier); (leap, leap over)","(hurdle, barrier); (leap, leap over)",,FALSE,TRUE,,,FALSE
6756,sick,dev,A large brown dog and a small grey dog are standing on a rocky surface,A big brown dog and a small grey dog are standing on a rocky surface,entailment,3,TRUE,,,"(large, big)","(large, big)","(large, big)",,,,TRUE,TRUE,TRUE
686293997.jpg#4r1e,snli,dev,"Dinner and decisions, with the crew.",the crew was having dinner,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
697582336.jpg#3r1e,snli,test,The German shepherd runs happily in the park.,Dog runs outside.,entailment,2,FALSE,,"(german shepherd, dog); (park, outside)",,"(german shepherd, dog); (park, outside)","(park, outside)",,FALSE,FALSE,,,FALSE
7081260077.jpg#3r1e,snli,dev,Rugby player in blue dives to tackle the ball carrier in white.,A rugby player is playing in a match.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
7123721879.jpg#0r1e,snli,dev,"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water.",entailment,3,TRUE,,,"(runner, jogger); (next to, near); (clothed, dressed)","(next to, near); (runner, jogger); (clothed, dressed)","(clothed, dressed); (runner, jogger); (next to, near)",,,,FALSE,FALSE,FALSE
72010421.jpg#0r1e,snli,dev,"A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
7292157214.jpg#0r1e,snli,dev,A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is wearing a hat.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
7308951892.jpg#0r1e,snli,dev,A construction worker is standing on a crane placing a large arm on top of a stature in progress.,A person standing,entailment,3,FALSE,,,"(worker, person)","(worker, person)","(construction worker, person)",,,,FALSE,FALSE,FALSE
7391785714.jpg#4r1e,snli,dev,Kids are on a amusement ride.,Kids ride an amusement ride.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
7417714642.jpg#0r1e,snli,dev,A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.,A bride is taking wedding pictures.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
9747,sick,train,A little boy is sticking his tongue out for the camera and another boy is looking on,Two kids are looking up at the camera and one is sticking out his tongue,neutral,2,FALSE,,"(boy, kid)",,"(little boy, kid)",NO_RELATION,,FALSE,FALSE,,,FALSE
74759622.jpg#0r1e,snli,dev,A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other.,A guy is standing in a bathroom.,entailment,2,FALSE,,"(toilet, bathroom)",,NO_RELATION,"(toilet, bathroom)",,FALSE,TRUE,,,FALSE
7479,sick,train,Two guys are sitting around a table and holding beers in their hands,Two blokes are sitting around a table and holding beers in their hands,entailment,2,TRUE,,"(guy, bloke)","(guy, bloke)","(guy, bloke)",,TRUE,TRUE,,TRUE,,
761479953.jpg#2r1e,snli,dev,A young boy wearing safety swimming gear and goggles is in a pool.,A kid uses eye protection while in the water.,entailment,2,TRUE,,"(goggles, eye protection); (pool, water); (young boy, kid)",,"(goggles, eye protection); (pool, water); (young boy, kid)","(goggles, eye protection); (pool, water); (young boy, kid)",,TRUE,TRUE,,,TRUE
7671653534.jpg#2r1e,snli,dev,"Bicyclists are in the street as a crowd watches them ride by a banner that say ""London 2012"".",There are bikes being ridden.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
7700959654.jpg#4r1e,snli,dev,A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
7724666074.jpg#3r1e,snli,dev,A person is riding a colorful dirt bike on dirt hills.,A person rides a dirt bike outside.,entailment,2,FALSE,,"(hill, outside)","(hill, outside)",,"(dirt hill, outside)",FALSE,,FALSE,,FALSE,
7757111016.jpg#1r1e,snli,dev,a maintenance worker at the airport carries a small girl.,A person carries a child.,entailment,2,FALSE,"(small girl, child); (maintenance worker, person)","(girl, child); (worker, person)","(girl, child); (maintenance worker, person)","(small girl, child); (worker, person)",,FALSE,FALSE,,FALSE,,
7764955218.jpg#4r1e,snli,dev,Two men in yellow jackets and black pants have medals.,The men have been given an award at some point.,entailment,2,TRUE,,"(medal, award)","(medal, award)","(medal, award)",,TRUE,TRUE,,TRUE,,
7795,sick,dev,A tennis player is lunging to the left,A tennis player is jumping to the left,entailment,2,TRUE,,"(lunge, jump)","(lunge, jump)",,"(lunge, jump)",FALSE,,FALSE,,TRUE,
78347259.jpg#4r1e,snli,dev,A Korean gentlemen kicks up his leg.,A person is kicking.,entailment,3,FALSE,"(gentleman, person)",,"(gentlemen, person)","(gentlemen, person)","(gentleman, person)",,,,TRUE,FALSE,FALSE
7852369036.jpg#0r1e,snli,dev,"An Asian badminton player at the Olympics is sprawled on the court, face down with his racket at his side.","A sports contestant in an international competition, is on the ground still holding onto his sporting equipment.",entailment,2,FALSE,"(olympics, competition); (racket, sporting equipment); (badminton player, contestant)","(olympics, competition); (player, contestant); (racket, sporting equipment)",,"(badminton player, sports contestant); (olympics, international competition); (racket, sporting equipment)","(olympics, international competition); (racket, sporting equipment); (badminton player, contestant)",,FALSE,FALSE,,,FALSE
7852369036.jpg#2r1e,snli,dev,A badminton player from china is sprawled out on the badminton court with his racket close by.,A badminton player is laying on a court.,entailment,2,TRUE,,"(sprawl out, lay)","(sprawl out, lay)","(sprawl out, lay)",,FALSE,FALSE,,FALSE,,
7979042317.jpg#0r1e,snli,dev,A group of Asian men pose around a large table after enjoying a meal together.,A group of Asian men just ate a meal together.,entailment,2,FALSE,,"(after, just); (enjoy, eat)",,NO_RELATION,"(enjoy, eat)",,FALSE,FALSE,,,FALSE
8021,sick,train,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,entailment,2,TRUE,,"(grass, lawn)",,"(grass, lawn)","(grass, lawn)",,TRUE,TRUE,,,TRUE
8138,sick,dev,"The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back","The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",entailment,3,FALSE,,,"(tattoo, drawing)",NO_RELATION,NO_RELATION,,,,FALSE,FALSE,TRUE
8159685316.jpg#1r1e,snli,dev,"Female runners from Japan, Germany and China are running side by side.",The runners are not from the US,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
8163,sick,dev,Two people are driving a jeep and a lady is sitting on the top of it,Two people are driving a jeep and a girl is sitting on the top of it,entailment,2,FALSE,,"(lady, girl)","(girl, lady)","(lady, girl)",,FALSE,FALSE,,FALSE,,
8182074427.jpg#3r1e,snli,dev,A female basketball player dribbling down court.,A female basketball player is dribbling,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
823425327.jpg#4r1e,snli,dev,There are three woman conversing at a table with drinks.,Women are talking,entailment,3,TRUE,,,"(converse, talk)","(converse, talk)","(converse, talk)",,,,TRUE,TRUE,TRUE
82945847.jpg#0r1n,snli,dev,"Three sisters, barefoot in pink dresses and who range in age from preschool to teenager are pictured on a beach as they look out at the Ocean.","Three sisters, barefoot in pretty pink dresses and who range in age from preschool to teenager",entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
8334,sick,dev,A man is doing a trick on a skateboard,A person is doing a trick on a skateboard,entailment,2,TRUE,,"(man, person)","(man, person)",,"(man, person)",TRUE,,TRUE,,TRUE,
8343,sick,dev,A man in a motocross uniform is wearing a helmet and rides a red motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,entailment,2,TRUE,,"(man, person)",,"(man, person)","(man, person)",,TRUE,TRUE,,,TRUE
8383,sick,dev,A girl in blue is sliding down a green slide,The young girl in blue is enjoying a slide,entailment,3,FALSE,,,NO_RELATION,"(slide down, enjoy)",NO_RELATION,,,,FALSE,TRUE,FALSE
86112925.jpg#0r1e,snli,dev,"A woman in a patterned shirt hands a plate of food to another woman in an apron, while two women work in the background.",Several women collaborate to hand out food.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
8624,sick,train,People are sitting against a wall,People are sitting near a wall,entailment,2,TRUE,,"(against, near)","(against, near)","(against, near)",,FALSE,TRUE,,FALSE,,
8633,sick,dev,"A man is rock climbing, pausing and calculating the route","A man is rock climbing, stopping and calculating the route",entailment,2,TRUE,,"(pause, stop)","(pause, stop)",,"(pause, stop)",TRUE,,TRUE,,TRUE,
8660,sick,dev,A group of rollerbladers is lining up on the street,A group of rollerbladers is lining up on the road,entailment,2,TRUE,,"(street, road)",,"(street, road)","(street, road)",,TRUE,TRUE,,,TRUE
8727,sick,dev,A group of people are standing around a sound mixing table,Some people is looking at sound equipment,entailment,3,FALSE,"(group, some people); (sound mixing table, sound equipment); (stand around, look at)",,"(sound mixing table, sound equipment)","(group, some); (sound mixing table, sound equipment); (stand around, look at)","(group, some people); (sound mixing table, sound equipment)",,,,FALSE,FALSE,FALSE
8806,sick,dev,A dog is swimming in a body of water,An animal is swimming in a body of water,entailment,2,TRUE,,"(dog, animal)","(dog, animal)","(dog, animal)",,TRUE,TRUE,,TRUE,,
89332423.jpg#4r1e,snli,dev,A man holding a large swordfish.,There is a person with a fish.,entailment,2,TRUE,,"(man, person); (swordfish, fish)","(swordfish, fish); (man, person)","(man, person); (swordfish, fish)",,FALSE,FALSE,,FALSE,,
8986,sick,dev,A young girl in a bikini is jumping on the beach,A young girl in swimming suite is jumping on the beach,entailment,2,FALSE,,"(bikini, swimming suite)","(bikini, swimming suite)",,"(bikini, swimming suit)",TRUE,,FALSE,,FALSE,
9069,sick,dev,Two boys are laying in the ocean close to the beach,Two boys are laying in the water close to the beach,entailment,2,TRUE,,"(ocean, water)",,"(ocean, water)","(ocean, water)",,TRUE,TRUE,,,TRUE
92413203.jpg#0r1e,snli,dev,Three people each lead one camel with riders in a silhouetted line across sand dunes and a gray sky.,People walking across the sand.,entailment,2,FALSE,"(sand dune, sand); (lead, walk)","(lead, walk)","(sand dune, sand)","(sand dune, sand)",,FALSE,FALSE,,FALSE,,
9359,sick,dev,A surfer is surfing a big wave,A surfer is surfing a huge wave,entailment,3,TRUE,,,"(big, huge)","(big, huge)","(big, huge)",,,,TRUE,TRUE,TRUE
941641803.jpg#3r1e,snli,train,A man toy field hockey with a toddler in the grass.,A man playing field hockey with a small child outside.,entailment,2,FALSE,"(toddler, small child); (toy, play); (grass, outside)","(toddler, child); (toy, play)","(toddler, small child); (toy, play)",,"(toddler, small child); (toy, play)",FALSE,,FALSE,,TRUE,
9433,sick,dev,The black and white dog is running in a green yard,A black and white dog is running outdoors,entailment,2,TRUE,,"(yard, outdoors)","(yard, outdoors)","(yard, outdoors)",,FALSE,FALSE,,TRUE,,
952171414.jpg#2r1e,snli,dev,a group of four people conversing next to a bus,A group of people are talking near a vehicle.,entailment,2,TRUE,,"(bus, vehicle); (converse, talk); (next to, near)",,"(bus, vehicle); (converse, talk); (next to, near)","(bus, vehicle); (converse, talk); (next to, near)",,FALSE,TRUE,,,FALSE
9584,sick,dev,The woman is holding the paintbrush next to the artist's easel,The lady is holding the paintbrush next to the artist's easel,entailment,2,TRUE,,"(woman, lady)","(woman, lady)",,"(woman, lady)",FALSE,,TRUE,,FALSE,
96056569.jpg#3r1e,snli,dev,A woman and man are cutting a large cake.,People are cutting a cake.,entailment,2,FALSE,"(man, people); (woman, people)","(man, person); (woman, person)",NO_RELATION,,NO_RELATION,FALSE,,FALSE,,FALSE,
9668,sick,train,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,entailment,2,TRUE,,"(escort, lead)",,"(escort, lead)","(escort, lead)",,TRUE,TRUE,,,TRUE
9713,sick,dev,A black and white dog is carrying a huge stick on the green grass,A black and white dog with a large branch is running in the field,entailment,3,FALSE,"(huge, large)",,"(green grass, field); (huge, large)","(huge stick, large branch)","(grass, field); (huge, large); (stick, branch)",,,,FALSE,FALSE,FALSE
973353650.jpg#3r1e,snli,dev,An elder bearded man having a rest in a dilapidated building.,An old bearded man is in an old building.,entailment,3,FALSE,"(dilapidated building, old building); (elder, old)",,"(dilapitated, old); (elder, old)","(dilapidated, old); (elder bearded man, old bearded man)","(dilapidated, old); (elder, old)",,,,FALSE,FALSE,FALSE
976581518.jpg#0r1e,snli,test,A scientist studies a slide in order to work on her new creation.,A scientist studies a slide that is related to her invention.,entailment,2,TRUE,,"(creation, invention)",,"(creation, invention)","(creation, invention)",,TRUE,TRUE,,,TRUE
985982384.jpg#3r1e,snli,dev,Men and women in swimsuits hangout on rocks above water.,The men and women are dressed in clothes for the beach.,entailment,3,FALSE,,,"(swimsuit, beach clothes)","(swimsuit, cloth)","(swimsuit, clothes for the beach)",,,,FALSE,FALSE,FALSE
98756067.jpg#1r1e,snli,dev,Two men practicing a form of martial arts in a wooden-floored studio.,"Few men practicing martial arts in a studio, which is wooden floored",entailment,3,FALSE,,,NO_RELATION,"(two, few)","(two, few)",,,,FALSE,FALSE,TRUE
vg_len120r5e,snli,train,The sky is blue,The sky is visible.,entailment,2,FALSE,,"(blue, visible)",,NO_RELATION,NO_RELATION,,FALSE,FALSE,,,TRUE
vg_len26r4e,snli,train,The spectators wear hats,The onlookers wear hats,entailment,2,TRUE,,"(spectator, onlooker)","(spectator, onlooker)","(spectator, onlooker)",,TRUE,TRUE,,TRUE,,
vg_len46r5e,snli,train,The boat is white,The boat isn't black.,entailment,2,FALSE,,"(white, not black)",NO_RELATION,,NO_RELATION,FALSE,,FALSE,,TRUE,
