problem_id,premise,hypothesis,gold_label,1>WN,A>WN,A>1,WN1>WN,AWN>WN,AWN>WN1
3356369156.jpg#2r1e,The solitude boat floats on the lake.,The boat on the water is floating.,entailment,0,0,0,0,0,0
335870733.jpg#3r1e,A woman with reddish hair laying on a bed.,A woman is laying on a bed.,entailment,0,0,0,0,0,0
3360508977.jpg#4r1e,A family singing together.,There are some people singing.,entailment,0,0,0,0,0,0
3364026240.jpg#1r1e,a lone skier skiing down a snowy mountain on one ski.,The skier is outside.,entailment,0,0,0,0,0,0
3364114507.jpg#3r1e,A restaurant worker takes a sip of coffee in the kitchen.,man drinking coffee,entailment,0,0,0,0,0,0
3370159435.jpg#0r1e,A group of people are gathered together holding red flags.,Several people are holding red flags.,entailment,0,0,0,0,0,0
3380407617.jpg#2r1e,A boy is standing on a snowy hill looking at a sunset or sunrise.,A boy surveys nature.,entailment,0,0,0,0,0,0
3383037991.jpg#2r1e,The large brown dog sat on the bed surronded by wrapping paper.,The creature is on the bed.,entailment,0,0,0,0,0,0
3384702365.jpg#0r1e,A woman in a brown UPS uniform is handling packages in front of people who are sitting down outside.,A woman is working for UPS,entailment,0,0,0,0,0,0
3387661249.jpg#0r1e,A brown dog is looking at a black horse that is sticking its head through a fence.,A horse and dog are outside,entailment,0,0,0,0,0,0
3389037189.jpg#3r1e,Numerous people stand in line for food.,Humans standing,entailment,0,0,0,0,0,0
340004770.jpg#3r1e,A young male playing an electric bass guitar.,a male decides to play bass guitar,entailment,0,0,0,0,0,0
3400889730.jpg#2r1e,Man holding religious sign and bible next to a pillar.,The man holding the religious sign and bible is next to a pillar.,entailment,0,0,0,0,0,0
340425915.jpg#0r1e,A brown and black dog lies in the snow with an orange vest on.,A dog lying in the snow.,entailment,0,0,0,0,0,0
3406409018.jpg#4r1e,A hockey game.,This is a hockey game.,entailment,0,0,0,0,0,0
3411579899.jpg#0r1e,A kid with a white shirt and helmet riding a bike through the woods,A person with a white shirt and helmet riding a bike through the woods,entailment,0,0,0,0,0,0
3417319108.jpg#2r1e,Two ladies hugging each other and enjoying a nice laugh.,Two women are hugging and laughing.,entailment,0,0,0,0,0,0
3419634480.jpg#0r1e,"A black dog runs in the grass, its tongue hanging out.",The dog is outdoors.,entailment,0,1,1,0,0,0
3420323191.jpg#4r1e,A man in a red kayak.,the men was in a kayak,entailment,0,0,0,0,0,0
3421799315.jpg#3r1e,A man kissing a boy in the back of a van.,A man is in a vehicle.,entailment,0,0,0,0,0,0
3425887426.jpg#1r1e,This man is hitting a tennis ball with a tennis racket.,A man is playing tennis.,entailment,0,0,0,0,0,0
3426327477.jpg#2r5e,There is a person walking on the street in between a red and yellow car with a bag and a basket full of items.,The person is outdoors.,entailment,0,0,0,0,0,0
3431121650.jpg#4r1e,Two large dogs and a small dog play in a lake.,Animals playing in the water.,entailment,0,0,0,0,0,0
3431261634.jpg#2r1e,A man in a blue wetsuit surfs.,The man is in the water.,entailment,1,1,0,1,1,0
3432637363.jpg#3r1e,Two police officers observe while a crowd gathers outside a white tarp.,The police officers are outdoors.,entailment,0,0,0,0,0,0
3435035138.jpg#3r1e,A pale dog is running along a dirt path.,an animal running,entailment,0,0,0,0,0,0
3435208408.jpg#2r1e,A group of women dances Bali style in colorful outfits and makeup.,Women create a show of colors,entailment,0,0,0,0,0,0
3435503439.jpg#3r1e,A man dressed in white plays a guitar.,a man plays a guitar,entailment,0,0,0,0,0,0
3437273677.jpg#4r1e,A young woman leans over her plate at a meal.,A woman leans over her plate.,entailment,0,0,0,0,0,0
3442272060.jpg#3r1e,Two dogs play with one another outside.,Two dogs are playing together.,entailment,0,0,0,0,0,0
3451085951.jpg#4r1e,The white dog by the water.,The dog is near liquid.,entailment,0,0,0,0,0,0
3451344589.jpg#1r1e,Woman in sleeveless black and white print top holding up a sign.,A woman is holding a sign on a street,entailment,0,0,0,0,0,0
3455964125.jpg#2r1e,A woman dressed as a princess rides an elephant carnival ride.,The woman is at a carnival.,entailment,0,0,0,0,0,0
3457210101.jpg#1r1e,A woman with a microphone from CBS is asking a man a question.,A woman is interviewing a man.,entailment,0,0,0,0,0,0
3459858555.jpg#3r1e,A person is rock climbing underneath of a rock overhang.,A person is climbing rocks.,entailment,0,0,0,0,0,0
3465703153.jpg#1r2e,Women in green jacket with fur around the hood pushing red stroller down gravel path wooden bridge,A person in a jacket,entailment,0,0,0,0,0,0
3468023754.jpg#3r5e,Four children looking through rolled up booklets.,Four children peruse some booklets.,entailment,0,0,0,0,0,0
3476957636.jpg#4r1e,Man laying down in the snow.,The man is in the snow.,entailment,0,0,0,0,0,0
3480052428.jpg#0r1e,A woman holding a pitcher waits among others outside the opening of a tent.,A woman is holding refreshment outside of the tent.,entailment,0,0,0,0,0,0
3485280151.jpg#2r1e,A woman eating with chopsticks sits in front of butchered raw meat.,a woman sits in front of raw meat,entailment,0,0,0,0,0,0
3489774350.jpg#3r1e,A child eating food and smiling at the camera.,A child is eating.,entailment,0,0,0,0,0,0
3496410435.jpg#1r3e,A man and a woman riding a double bicycle together.,A man and woman are riding together.,entailment,0,0,0,0,0,0
3498354674.jpg#3r1e,A skateboarder sliding down a stair rail.,A human sliding,entailment,0,0,0,0,0,0
3503624011.jpg#4r1e,A woman with a painted face smiling.,A woman got her face painted.,entailment,0,0,0,0,0,0
3504922522.jpg#1r1e,A woman in a black shirt gives a presentation while projecting slides onto a screen.,A lady is presenting something to people.,entailment,0,0,0,0,0,0
3505701438.jpg#0r1e,A brown-haired person in a tan coat and hat kneels down in the dirt to photograph graffiti written on a blue door.,A person using a camera.,entailment,0,0,0,0,0,0
350588129.jpg#3r1e,A black dog jumps into a swimming pool.,The dog is near the water.,entailment,0,0,0,0,0,0
3509682519.jpg#1r1e,A man and woman are sitting on a bench with four blue balloons.,Two people are sitting on a bench.,entailment,0,0,0,0,0,0
3519711330.jpg#2r1e,A man and female is making quick fixes to a tire tube on the dirt.,A man and female are fixing the tire while outside.,entailment,0,0,0,0,0,0
3522349685.jpg#0r1e,"A little girl is petting her white, fluffy cat.",The girl has a pet.,entailment,0,1,1,0,1,1
3523851105.jpg#2r1e,A student is cutting paper with delight.,The student is cutting paper.,entailment,0,0,0,0,0,0
3527373216.jpg#2r1e,An older women wearing a pink turtleneck is having dinner.,an old woman is eating dinner,entailment,0,0,0,0,0,0
3527715826.jpg#2r1e,A girl trying to hit a ball in the air with a tennis racket on the tennis court.,A child is plating outdoors,entailment,0,0,0,0,0,0
3534376990.jpg#2r1e,Children at a table doing arts and crafts.,kids do creative activities at a table,entailment,0,0,0,0,0,0
3537520829.jpg#3r1e,A skateboarder rides down a rail.,he is riding a skate board,entailment,0,0,0,0,0,0
3549006919.jpg#3r1e,A man in a yellow helmet climbs up a rock cliff.,A man climbs a cliff.,entailment,0,0,0,0,0,0
3550253365.jpg#0r1e,A middle-aged black man is sitting down looking straight in our direction.,A middle-aged black man sitting down looking at the person who is taking his picture.,entailment,0,0,0,0,0,0
3551003620.jpg#1r1e,A person in red pants wearing in line skates weaves through green cones.,A person is rollerskating.,entailment,0,0,0,0,0,0
3554277535.jpg#0r4e,"A little boy is in a swimming pool with goggles on, covering his mouth and nose with his hands just above the surface of the water.",A child in a swimming pool.,entailment,0,0,0,0,0,0
3555231025.jpg#3r1e,Girl in pink top dancing in a field.,girls dances outside,entailment,0,0,0,0,0,0
3556081361.jpg#2r1e,A little boy wearing an orange shirt is sitting on a purple chair.,The colors purple and orange are visible.,entailment,0,0,0,0,0,0
355869840.jpg#4r1e,Workers kneel down in a stone pathway.,People are outside.,entailment,0,0,0,0,0,0
3559374748.jpg#0r1e,The blue and gray vehicle is racing through the gravel.,A blue and gray car racing down a gravel road outdoors.,entailment,0,0,0,0,0,0
3564007203.jpg#2r1e,A man is talking to a mounted policeman outside a stadium.,A man is talking to the police.,entailment,1,1,0,1,1,0
3568605391.jpg#1r1e,one policeman sitting on his motorcycle with two fellow policeman standing to the left,Three police officers are near each other.,entailment,0,0,0,0,0,0
3572864628.jpg#3r1e,The ROTC unit is practicing first aid techniques.,People are using first aid techniques.,entailment,0,0,0,0,0,0
3577235421.jpg#1r1e,Wrestler spinning outside of the rink toward fellow wrestler.,A wrestler spins.,entailment,0,0,0,0,0,0
3578138991.jpg#2r1e,A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.,a lady holding paper flowers is observed by a pair of guys,entailment,0,0,0,0,0,0
3582689770.jpg#2r1e,"Men, one walking, and one sitting balanced on a shaft.",Men are balancing themselves on a shaft,entailment,0,0,0,0,0,0
358875403.jpg#0r1e,A giant goose is waving its wings as it comes out of the water.,A goose leaves the water.,entailment,0,0,0,0,0,0
3590557969.jpg#2r1e,A man wearing no shirt does a trick on his red and black bicycle.,A man is outside riding his bicycle and doing tricks,entailment,0,0,0,0,0,0
3594566537.jpg#1r1e,The man falls into the water while his paddle flies and his kayak tips.,A man falling into water while kayaking.,entailment,0,0,0,0,0,0
3619322150.jpg#1r1e,"A man embracing a woman, both are wearing red outfits.",A man hugs a woman.,entailment,0,0,0,0,0,0
3622752371.jpg#2r1e,Two men in blue shirts climbing on rocks.,Two men wearing shirts climbing on rocks.,entailment,0,0,0,0,0,0
3635915412.jpg#0r1e,A tent is to the left and two boys are playing Frisbee in a field.,Young boys playing frisbee.,entailment,0,0,0,0,0,0
3638631362.jpg#4r1e,A man holding up a yellow tent.,The person grasps an item that can provide shelter.,entailment,0,0,0,0,0,0
3643022155.jpg#0r1e,A woman who is holding a bright pink purse and has sunglasses clipped to her shirt is leaning against a wall.,A lady leans on a wall.,entailment,1,1,0,0,0,0
3644142276.jpg#4r1e,People dangling from straps kicking at each other,People kicking each other.,entailment,0,0,0,0,0,0
3646814919.jpg#1r2e,A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.,A man is working outside.,entailment,0,0,0,0,0,0
3652572138.jpg#1r1e,A boy with a red shirt waves his arms in the air as he looks at another person.,A boy is wearing a red shirt looks for his friends.,entailment,0,0,0,0,0,0
3656010396.jpg#2r1e,A woman is helping a young girl draw a rainbow.,The young girl is having the woman help her draw a rainbow.,entailment,0,0,0,0,0,0
3657209354.jpg#2r1e,A hiker posing on a cliff high in the mountains.,The hiker poses,entailment,0,0,0,0,0,0
3658427967.jpg#2r1e,A boy is about to jump into the water.,A person near water.,entailment,0,0,0,0,0,0
3660826540.jpg#4r1e,A boy in a striped oxford shirt points.,the kid points,entailment,0,0,0,0,0,0
3661072592.jpg#0r1e,A little brunette girl sprinking confetti on a brunette woman's head as she smiles.,A young child is dropping something into a woman's hair.,entailment,0,0,0,0,0,0
366315886.jpg#1r1e,Three men are sitting on a sofa having a casual meal at the coffee table.,"The men sit on the sofa together, eating.",entailment,0,0,0,0,0,0
3666020875.jpg#4r2e,A dancer poses in an empty room.,A still dancer.,entailment,0,0,0,0,0,0
3669056658.jpg#0r1e,A man wearing a black cowboy styled hat drawing his finger through sand.,A man in a cowboy hat is doing something with the sand.,entailment,0,0,0,0,0,0
3672309620.jpg#3r1e,A pair is standing on a ledge next to a waterfall.,Two humans near a waterfall.,entailment,0,0,0,0,0,0
367677825.jpg#4r1e,A family sitting down for a meal.,A family sits down to eat.,entailment,0,0,0,0,0,0
3677613006.jpg#2r1e,a girl holding a picture of Michael Jackson smiling,A human holding something,entailment,0,0,0,0,0,0
3677656080.jpg#0r1e,A man in a brown shirts standing underneath the sign for a clothing store.,The man is standing under a sign.,entailment,0,0,0,0,0,0
3694093650.jpg#2r1e,The people are in older looking attire.,The people are wearing vintage things.,entailment,0,0,0,0,0,0
3698928883.jpg#4r1e,A worker arriving at the job site.,There is a worker.,entailment,0,0,0,0,0,0
3703960010.jpg#4r1e,A man and woman sitting back to back outside in the sun.,Two people are outside.,entailment,0,0,0,0,0,0
3704709223.jpg#0r1e,A man in a tuxedo smiles while standing in front of a microphone and next to a man in a black hat on the electric guitar.,The man is near the microphone.,entailment,0,0,0,0,0,0
3706356018.jpg#4r1e,Little kids are on an amusement park ride.,Children are on a ride.,entailment,0,1,1,0,1,1
3709301369.jpg#3r1e,Man in blue shirt playing water instrument in an orchestra.,The man is wearing blue,entailment,0,0,0,0,1,1
37120680.jpg#0r3e,A brunette with her hair in a bun is located near color coded buckets and is wearing a hoodie with a doll embroidered onto the hood.,A brunette is located near buckets.,entailment,0,0,0,0,0,0
3715469645.jpg#0r1e,Two females are standing next to each other and appear to be unexcited.,"Two people standing together, looking bored.",entailment,0,0,0,0,0,0
3715790408.jpg#3r1e,A family visits a forest as tourists.,The family visited the forest.,entailment,0,0,0,0,0,0
3730100976.jpg#3r1e,Four people standing on a boat on the lake.,Four people enjoy the water.,entailment,0,0,0,0,0,0
3731739486.jpg#2r1e,3 women and a man waiting in line to board a yellow bus.,There is a line to get on the bus.,entailment,0,0,0,0,0,0
373743287.jpg#3r1e,A boy with red pants and an orange shirt is jumping energetically.,A kid jumps in the air.,entailment,0,0,0,0,0,0
373842683.jpg#0r1e,"Two men, one in a white cap, are standing in front of a pizza oven, with a large number of pizzas on a counter and another man in the background.",people making pizza,entailment,0,0,0,0,0,0
3739833689.jpg#1r1e,Little boy puts his forehead on the baseball bat and spins around to make himself dizzy.,There is a little boy spinning around.,entailment,0,0,0,0,0,0
3744182161.jpg#3r1e,This worker is feeding tree limbs into a grinder.,A worker is cleaning up tree limbs.,entailment,0,0,0,0,0,0
3745354249.jpg#3r1e,A man in a striped shirt is fishing off a boat.,The man is holding a fishing rod.,entailment,0,0,0,0,0,0
3745405665.jpg#4r1e,Biker loses control of bike in midair.,There was a lack of control by the biker.,entailment,0,0,0,0,0,0
3772573030.jpg#4r1e,A man long boarding down an empty street.,A skateboarder skating down a street.,entailment,0,0,0,0,0,0
3773302802.jpg#0r5e,"A man in t-shirt and shorts kneels near a line of plastic crates containing duct tape, bags, and other supplies.",A man is dressed casually.,entailment,0,0,0,0,0,0
3773310720.jpg#3r1e,A man in brown building a raft.,A man is building a raft.,entailment,0,0,0,0,0,0
3777739107.jpg#0r1e,"Four adults near the edge of a body of water; the landscape is hilly and rocky, with mountains in the background.",Four adults are near the water.,entailment,0,0,0,0,0,0
3787437809.jpg#3r1e,A man is praying before a statue.,A man is praying.,entailment,0,0,0,0,0,0
380034515.jpg#1r1e,Flowers are behind the fluffy dog that is coming up the step.,A dog is going up stairs.,entailment,0,0,0,0,0,0
3801479828.jpg#3r1e,A group of people look toward a man holding a ladder against a tree.,A man has a ladder.,entailment,0,0,0,0,0,0
3820940921.jpg#3r1e,Two male and six female dancers perform on stage.,people are dancing in a stage.,entailment,0,0,0,0,0,0
3822476498.jpg#4r1e,A bearded man sits in a chair reading a book.,A man is sitting on an object holding something.,entailment,0,0,0,0,0,0
3825927201.jpg#1r1e,Man with blue shirts and khaki pants plays the guitar.,a man plays a guitar,entailment,0,0,0,0,0,0
3836017313.jpg#1r1e,A man wearing green with long hair is mixing his drink with a spoon.,The man with long hair is making himself a drink.,entailment,0,0,0,0,0,0
3848372359.jpg#0r1e,A man with a camera snaps a photo in a railroad yard while others look on.,A man has a camera.,entailment,0,0,0,0,0,0
3851157121.jpg#4r1e,Two men are in a boat with a rescue dummy.,Men are on a boat.,entailment,0,0,0,0,0,0
3856738971.jpg#3r1e,A white couple is riding in a amusement park ride.,A couple riding a park ride.,entailment,0,0,0,0,0,0
3863054776.jpg#3r1e,A woman helps a young girl in a classroom.,A person helps a young girl in a classroom.,entailment,0,0,0,0,0,0
3867308040.jpg#3r1e,Two boys prepare a small sailboat as two girls watch them from the beach.,Two people prepare a small sailboat as two girls watch them from the beach.,entailment,0,0,0,0,0,0
3885034832.jpg#0r1e,A white man wearing a ball cap and backpack is riding a bicycle while flipping the camera an obscene gesture.,The man is flipping off the camera.,entailment,0,0,0,0,0,0
3936422227.jpg#1r3e,"Construction worker in a hard hat and yellow neon vest, working on stairs.",The construction workers are working on the stairs.,entailment,0,0,0,0,0,0
3957716846.jpg#4r1e,Two men practicing martial arts together.,Then men are doing martial arts.,entailment,0,0,0,0,0,0
3965771582.jpg#3r1e,Four workers are taking a break.,some people are relaxing.,entailment,0,0,0,0,0,0
3991066124.jpg#2r1e,A few people wearing green outfits carry a large staff that looks like a cross.,A group of people carrying something,entailment,0,0,0,0,0,0
40001784.jpg#2r1e,A male vendor waits for customers to order beer.,A male vendor waits for customers to order.,entailment,0,0,0,0,0,0
4003793942.jpg#4r1e,A marching band is going down the street.,The band is outside.,entailment,0,0,0,0,0,0
4013937506.jpg#1r1e,"Two dark-skinned men, one of them with a knife, stand in front of some foliage.",Two men are standing outside.,entailment,0,0,0,0,0,0
4017747090.jpg#1r1e,Classroom containing several students that appear engaged in work.,Some humans working,entailment,0,0,0,0,0,0
402229993.jpg#2r1e,A woman sits as she shows the designs she has made in the floor.,The woman is sitting.,entailment,0,0,0,0,0,0
4027325112.jpg#3r1e,Two man in front of a scale surrounded by fish.,Two men are surrounded by fish.,entailment,0,0,0,0,0,0
4032238990.jpg#1r1e,The gentleman wearing a black bandanna is playing a five-string bass.,The gentleman is playing a bass.,entailment,0,0,0,0,0,0
4054989083.jpg#1r5e,A person dressed in a green protective suit is riding an all terrain vehicle across a desert.,"An atv speeds across a desert, its rider wearing a protective suit.",entailment,0,0,0,0,0,0
405970010.jpg#2r1e,A hiker on a snow-covered mountain overlooking a valley.,A man stands in the snow.,entailment,0,0,0,0,0,0
406308903.jpg#2r2e,A man in a hoodie does an ollie on his skateboard with people in the park in the background.,The man is in the park.,entailment,0,0,0,0,0,0
4088620453.jpg#1r1e,Soldier looks at digital camera as a child with juice box looks at him through shades.,A child watches a soldier.,entailment,0,0,0,0,0,0
4093748512.jpg#3r1e,A man in a beige coat and black gloves is thinking.,A man wearing a coat and gloves thinking.,entailment,0,0,0,0,0,0
4103920923.jpg#1r4e,A woman dressed in pink is holding a book in front of a veteran memorial.,A human is holding a book near a memorial.,entailment,0,0,0,0,0,0
4103920923.jpg#2r1e,An older woman honoring children and military servicemen at a memorial.,A old woman speaks at a memorial.,entailment,0,0,0,0,0,0
410453140.jpg#0r1e,A man is standing in front of glass doors with a blue spot and a pink spot.,The man is looking through a glass door.,entailment,0,0,0,0,0,0
4107474314.jpg#4r3e,Young boys plays sports together.,Children are playing together.,entailment,0,0,0,0,0,0
4113657978.jpg#1r1e,Woman in black and white shirt dancing with man in all black in a studio.,The woman is in black and white.,entailment,0,0,0,0,0,0
4125454115.jpg#3r1e,A child watches intently as a woman uses a MacBook laptop.,A person uses a computer.,entailment,0,0,0,0,0,0
4127569424.jpg#4r3e,A restaurant worker is cleaning a seat.,A restaurant worker.,entailment,0,0,0,0,0,0
4138721052.jpg#2r1e,Adult man in a Black hat and coat playing an accordion by hand outside.,A man is playing the accordion.,entailment,0,0,0,0,0,0
4142920196.jpg#2r1e,The couple is at home she is cooking and he is explaining something to someone.,A woman is cooking and a man is explaining things to someone.,entailment,0,0,0,0,0,0
4151285133.jpg#3r1e,A man on an elevator looks at the mirror on the wall.,A person in the elevator looks at a mirror.,entailment,0,0,0,0,1,1
4151418242.jpg#4r1e,Blond woman in a tunnel.,A woman has blonde hair.,entailment,0,0,0,0,0,0
4166073903.jpg#2r1e,Children and parents raising their hands in a library.,People participate in an activity at the library.,entailment,0,0,0,0,0,0
417931483.jpg#0r1e,A man is on a laptop indoors saying something while a boy is looking at his computer.,Two people are looking at a computer.,entailment,0,0,0,0,0,0
4206720401.jpg#3r1e,Man holding a cane outside on a sunny day.,A man is holding a cane on a sunny day.,entailment,0,0,0,0,0,0
4209480025.jpg#2r1e,Man wearing glasses and a hat shoveling snow.,A man in glasses shovels snow.,entailment,0,0,0,0,0,0
4216661635.jpg#3r4e,"A man sitting on a cliff face, looking at the water.",he is outside,entailment,0,0,0,0,0,0
4231494400.jpg#2r5e,Two men are helping another man cross a stream.,Three men are crossing a stream.,entailment,0,0,0,0,0,0
4242038325.jpg#0r4e,A small group of soccer players are on a soccer field standing around while a player is looked at for injuries.,A player is looked at for injuries.,entailment,0,0,0,0,0,0
425077383.jpg#3r1e,Small children play with a toddler in a house.,Children are at play indoors.,entailment,0,0,0,0,0,0
4251585781.jpg#0r1e,Here is a picture of 2 teenager girls and one boy dancing in the dark.,Here is a picture.,entailment,0,0,0,0,0,0
4253367177.jpg#3r2e,A man is sleeping on a bench.,The man is asleep,entailment,1,1,0,1,1,0
428927040.jpg#2r1e,"Two men are standing under a tent, trying to adjust the music controls.",The men are standing.,entailment,0,0,0,0,0,0
4289481690.jpg#3r1e,A man stands in the rain outside Swan restaurant.,a man standing in the rain,entailment,0,0,0,0,0,0
429497076.jpg#0r1e,Five people in a large open room at a convention center with a woman in black bending over the table writing something.,A group of people are indoors.,entailment,0,0,0,0,0,0
429825772.jpg#4r1e,a little girl holding a stick at the lake,A child is outdoors.,entailment,0,0,0,0,0,0
4300542033.jpg#2r4e,"Baby in brown jacket, crying and walking to a boy, by orange car.",A baby cries by a boy.,entailment,0,0,0,0,0,0
4329180126.jpg#2r1e,Asian teens standing in line at school holding pieces of paper.,People are at school.,entailment,0,0,0,0,0,0
4329187340.jpg#4r1e,Girl making gesture while sitting on train.,Girl is outside,entailment,0,0,0,0,0,0
4339049338.jpg#4r1e,Kids eating lunch in a cemetery.,Kids eating lunch near some graves.,entailment,0,0,0,0,0,0
434094589.jpg#4r1e,Three people retrieve a net on a beach.,There are three people,entailment,0,0,0,0,0,0
4342753575.jpg#1r1e,Two men are singing together and one is playing guitar.,The two men and playing a song together.,entailment,0,0,0,0,0,0
4344503313.jpg#4r1e,People in orange vests walking on a snowy road.,The people are in the snow.,entailment,0,0,0,0,0,0
4345676156.jpg#1r1e,Three men are handling fresh seafood at a dock wearing orange bottomed suits and hats while the sea appears behind them.,Three men are handling fresh seafood at a dock.,entailment,0,0,0,0,0,0
4351638784.jpg#1r1e,An infant is sleeping with a finger in its mouth.,A baby is sleeping with a finger in its mouth.,entailment,0,0,0,0,0,0
4351738795.jpg#4r1e,The band were playing in the stage.,The band played on the stage.,entailment,0,0,0,0,0,0
436013859.jpg#3r1e,The brown dog dives backwards to catch the football.,The dog is catching a football.,entailment,0,0,0,0,0,0
4360892902.jpg#1r1e,A man in an orange jacket is looking at stones stacked in columns.,A man in an orange jacked looks at some stones.,entailment,0,0,0,0,0,0
4362302753.jpg#1r1e,Little girl with big brown bright eyes looking through iron fence.,A girl looks through a fence.,entailment,0,0,0,0,0,0
4381932580.jpg#0r4e,"A woman is sitting on a beach with her shoes off and on a cellphone talking, scratching her shoulder, while a group of 5 other people are walking in the background.",The woman has bare feet.,entailment,0,0,0,0,0,0
4392524083.jpg#0r1e,A dark-haired man in a hospital gown lays with his head against a pillow and a breathing tube in his nose.,The man in the hospital was lying down.,entailment,0,0,0,0,0,0
4412825867.jpg#0r4e,"Two people are in a river, one is a standing man and the other appears to be a child lying on his stomach with his chest and head above the water.",There is a body of water.,entailment,0,0,0,0,0,0
441921713.jpg#0r1e,The man is wearing gloves and holding a hawk in his hands.,A hawk rests on the man's hands.,entailment,0,0,0,0,0,0
442918418.jpg#3r1e,The dog leaps over the log in the forest.,The dog jumps over the log.,entailment,0,0,0,0,0,0
4442622544.jpg#2r1e,Two older men playing soccer with four children that are trying to score a goal.,Two old men are playing soccer with children.,entailment,0,0,0,0,0,0
4447440388.jpg#0r3e,"Two females, one wearing a yellow dress, the other wearing a white top and black shorts posing for a picture.",People wearing clothes,entailment,0,0,0,0,0,0
4448279884.jpg#2r1e,A group of people gathered around a bonfire.,A group of friends are having a gathering near a bonfire,entailment,0,0,0,0,0,0
4448923515.jpg#0r5e,A curly-haired brunette wearing a black and purple reversible jacket and a long scarf is standing outside in the sunlight.,a dark haired person in a scarf and jacket stands in the light,entailment,0,0,0,0,0,0
4458142223.jpg#3r1e,A US postal mailbox covered in graffiti.,the postal mailbox is covered by graffiti,entailment,0,0,0,0,0,0
4464016205.jpg#4r1e,A woman is walking along the sidewalk.,There is a women outdoors,entailment,0,0,0,0,0,0
4464499575.jpg#4r4e,Three men observe a specimen under a microscope.,There are men using a microscope.,entailment,0,0,0,0,0,0
446902282.jpg#2r1e,A woman and kid are taking a walk on a trail.,Two people are outdoors.,entailment,0,0,0,0,0,0
4469878736.jpg#2r1e,Woman in a black dress walking passed a no parking zone.,Woman walking passed a no parking zone.,entailment,0,0,0,0,0,0
4470208353.jpg#0r1e,A man in a white tunic is standing in the marketplace.,A man in the marketplace.,entailment,0,0,0,0,0,0
447691737.jpg#0r1e,"A group of African women are walking toward a building, and a woman wearing a green shirt and brown skirt as well as a woman in a teal shirt and flowered skirt are carrying tubs on their heads.",A group of women walk toward a building with something on their heads.,entailment,0,0,0,0,0,0
4482109273.jpg#2r1e,Two men and a dog are walking down a desolate road.,Two men and a dog are walking,entailment,0,0,0,0,0,0
4488994542.jpg#2r1e,A young boy with short blond-hair and a blue sweater taking a picture.,A child has a camera,entailment,0,0,0,0,0,0
4499553575.jpg#3r1e,People are sliding down a giant yellow and red slide.,There is a slide.,entailment,0,0,0,0,0,0
4500780064.jpg#2r1e,A girl wearing a plaid shirt sitting on the couch.,A girl is lounding on a couch.,entailment,0,0,0,0,0,0
4511585083.jpg#3r1e,A man holding the collar of a young rottweiler.,A man is holding a dog collar.,entailment,0,0,0,0,0,0
4511585083.jpg#4r1e,A black and tan dog being held with a lease.,A dog is going for a walk.,entailment,0,0,0,0,0,0
4516347697.jpg#3r1e,Kids are playing on a playground.,Children are outdoors.,entailment,0,0,0,0,0,0
4517838680.jpg#0r2e,"A man in a black shirt and white pants swinging a baseball bat, with a baseball team and spectators in the background.",man swings a bat,entailment,0,0,0,0,0,0
4530984328.jpg#0r1e,A group of 5 people who appear to be a family look at the very large roots which protrude from the ground.,The group are outdoors.,entailment,0,0,0,0,0,0
4533759725.jpg#0r1e,"A woman sitting on the train, doing a crossword puzzle, as the train whizzes by a train platform.",A woman on a train doing puzzles,entailment,0,0,0,0,0,0
4537666932.jpg#2r1e,A woman sitting on the cement is looking off in the distance.,A lady on the sidewalk is watching something.,entailment,0,0,0,0,0,0
4539608494.jpg#1r1e,Man standing on the sidewalk next to the street holding a guitar.,A human outdoors with a musical device.,entailment,0,0,0,0,0,0
4539608494.jpg#4r1e,A man on the street playing a guitar.,A male musician stands on the street playing a guitar.,entailment,0,0,0,0,0,0
4540165999.jpg#2r1e,"Two women walk on a sidewalk in the rain, carrying umbrellas.",The women are outside,entailment,0,0,0,0,0,0
4541453490.jpg#2r2e,"Women dressed in exotic clothes, standing on the street.",The woman is outside on the street.,entailment,0,0,0,0,0,0
4543903308.jpg#0r1e,The two ladies are talking to a man on the street and the other two ladies are standing aside.,Four women are outside.,entailment,0,0,0,0,0,0
4547473370.jpg#3r5e,An old woman with a cane sits on a red bench.,There is a person sitting.,entailment,0,0,0,0,0,0
4551202777.jpg#0r1e,"Two women with long black hair, one in a denim jacket, the other in a black coat and holding her purse, ordering food at a restaurant.",Two ladies ordering their meals.,entailment,0,0,0,0,0,0
4551426278.jpg#1r1e,A man with his shirt over his head is standing on top of a beam with his arms pointed towards the sky.,a man stands on a beam,entailment,0,0,0,0,0,0
4552725875.jpg#4r1e,A paramedic looks at a firetruck.,A person glances at a firetruck,entailment,1,1,0,1,1,0
4552785903.jpg#0r1e,A group of people are looking at the sky including three guys in each balcony.,Everyone stares at the sky.,entailment,0,0,0,0,0,0
4552868920.jpg#2r1e,A man wearing black staring at a tree.,There is a person outdoors,entailment,0,0,0,0,0,0
4553449352.jpg#0r1e,A man wearing a black hat and light in his eyes playing his guitar in front of a group of people.,A man wears a black hat with light in his eyes.,entailment,0,0,0,0,0,0
4557175287.jpg#1r1e,Women dressed in a yellow coat with a male with backpack on his back huddling very closely.,Two people are huddled together.,entailment,0,0,0,0,0,0
