ID,prompt,model,repeat,status,error,premise,hypothesis,raw_KB,lemmatized_KB,changed_argument_occurrences,unchanged_argument_occurrences,absent_argument_occurrences,ambiguous_argument_occurrences,empty_argument_occurrences,mapping_details_json
3181701312.jpg#2r1e,lasha,google/gemma-3-4b-it,3,valid,,A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.,"isa_wn(man, someone); isa_wn(take a nap, be asleep); isa_wn(sidewalk, sidewalk)","[[""man"",""someone""],[""sidewalk"",""sidewalk""],[""take a nap"",""be asleep""]]",0,4,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""someone"",""lemma"":""someone"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""Someone"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""sidewalk"",""lemma"":""sidewalk"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sidewalk"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""sidewalk"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""sidewalk"",""lemma"":""sidewalk"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sidewalk"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""sidewalk"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""take a nap"",""lemma"":""take a nap"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":2,""argument"":""be asleep"",""lemma"":""be asleep"",""decision"":""absent"",""POS_evidence"":[]}]"
3182517887.jpg#1r1e,lasha,google/gemma-3-4b-it,3,valid,,A man with a tattoo is wearing sunglasses while holding a small boy.,There is a man with body art who is holding a young person.,"isa_wn(tattoo, body art); isa_wn(man, person); isa_wn(small boy, young person)","[[""man"",""person""],[""small boy"",""young person""],[""tattoo"",""body art""]]",0,6,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""small boy"",""lemma"":""small boy"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""small boy"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""young person"",""lemma"":""young person"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""young person"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""tattoo"",""lemma"":""tattoo"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""tattoo"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""body art"",""lemma"":""body art"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""body art"",""pos_tags"":[""JJ"",""NN""]}]}]"
320199844.jpg#0r1e,lasha,google/gemma-3-4b-it,3,valid,,A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is wearing a costume.,"isa_wn(Santa Claus costume, costume)","[[""santa claus costume"",""costume""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""santa claus costume"",""lemma"":""santa claus costume"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""Santa Claus costume"",""pos_tags"":[""NNP"",""NNP"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""costume"",""lemma"":""costume"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""costume"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""costume"",""pos_tags"":[""NN""]}]}]"
3208032657.jpg#2r1e,lasha,google/gemma-3-4b-it,3,valid,,A person powerwashing stairs leading down to a pool.,a person washes stairs,"isa_wn(powerwashing, wash)","[[""powerwash"",""wash""]]",1,0,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""powerwashing"",""lemma"":""powerwash"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""powerwashing"",""pos_tags"":[""VBG""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""wash"",""lemma"":""wash"",""decision"":""absent"",""POS_evidence"":[]}]"
3228793611.jpg#4r1e,lasha,google/gemma-3-4b-it,3,non_entailment,,Dog digs in sand,A dog is playing,NO_RELATION,,0,0,0,0,0,
3232994074.jpg#4r1e,lasha,google/gemma-3-4b-it,3,valid,,A man and child working on a puzzle.,An adult and a kid are engaged in an activity.,"isa_wn(man, adult); isa_wn(child, kid)","[[""child"",""kid""],[""man"",""adult""]]",0,4,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""child"",""lemma"":""child"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""child"",""pos_tags"":[""JJ""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""kid"",""lemma"":""kid"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""kid"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""adult"",""lemma"":""adult"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""adult"",""pos_tags"":[""NN""]}]}]"
3246724744.jpg#0r1e,lasha,google/gemma-3-4b-it,3,valid,,A young woman wearing a black shirt and black shorts jumps in the air at the beach.,A women in black at the beach.,"isa_wn(young woman, woman); isa_wn(black shirt, black); isa_wn(black shorts, black); isa_wn(beach, at the beach)","[[""beach"",""at the beach""],[""black shirt"",""black""],[""black short"",""black""],[""young woman"",""woman""]]",1,7,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""beach"",""lemma"":""beach"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""beach"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""beach"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""at the beach"",""lemma"":""at the beach"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""at the beach"",""pos_tags"":[""IN"",""DT"",""NN""]},{""sentence"":""hypothesis"",""span"":""at the beach"",""pos_tags"":[""IN"",""DT"",""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""black shirt"",""lemma"":""black shirt"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""black shirt"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""black"",""lemma"":""black"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""black"",""pos_tags"":[""JJ""]},{""sentence"":""premise"",""span"":""black"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""black"",""pos_tags"":[""JJ""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""black shorts"",""lemma"":""black short"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""black shorts"",""pos_tags"":[""JJ"",""NNS""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""black"",""lemma"":""black"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""black"",""pos_tags"":[""JJ""]},{""sentence"":""premise"",""span"":""black"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""black"",""pos_tags"":[""JJ""]}]},{""relation_index"":4,""argument_index"":1,""argument"":""young woman"",""lemma"":""young woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""young woman"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""woman"",""lemma"":""woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]}]"
3250,lasha,google/gemma-3-4b-it,3,valid,,A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water,"isa_wn(placing, putting); isa_wn(two eggs, two eggs)","[[""place"",""put""],[""two egg"",""two egg""]]",4,0,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""placing"",""lemma"":""place"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""placing"",""pos_tags"":[""VBG""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""putting"",""lemma"":""put"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""putting"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""two eggs"",""lemma"":""two egg"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""two eggs"",""pos_tags"":[""CD"",""NNS""]},{""sentence"":""hypothesis"",""span"":""two eggs"",""pos_tags"":[""CD"",""NNS""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""two eggs"",""lemma"":""two egg"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""two eggs"",""pos_tags"":[""CD"",""NNS""]},{""sentence"":""hypothesis"",""span"":""two eggs"",""pos_tags"":[""CD"",""NNS""]}]}]"
3256433677.jpg#2r1n,lasha,google/gemma-3-4b-it,3,non_entailment,,"A woman, in a green shirt, preparing to run on a treadmill.",A woman is getting a workout.,NO_RELATION,,0,0,0,0,0,
326456451.jpg#4r1e,lasha,google/gemma-3-4b-it,3,valid,,A rottweiler running.,An animal is running.,"isa_wn(rottweiler, animal); isa_wn(running, run)","[[""rottweiler"",""animal""],[""running"",""run""]]",0,2,1,1,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""rottweiler"",""lemma"":""rottweiler"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""rottweiler"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""animal"",""lemma"":""animal"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""animal"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""running"",""lemma"":""running"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""running"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""running"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""run"",""lemma"":""run"",""decision"":""absent"",""POS_evidence"":[]}]"
3375549004.jpg#4r1e,lasha,google/gemma-3-4b-it,3,valid,,Men walk in line carrying things.,"While carrying their load, the men walked one behind the other.","isa_wn(walk, move); isa_wn(carrying, hold)","[[""carry"",""hold""],[""walk"",""move""]]",1,1,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""carrying"",""lemma"":""carry"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""carrying"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""carrying"",""pos_tags"":[""VBG""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""hold"",""lemma"":""hold"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""walk"",""lemma"":""walk"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""walk"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""move"",""lemma"":""move"",""decision"":""absent"",""POS_evidence"":[]}]"
3383037991.jpg#3r1e,lasha,google/gemma-3-4b-it,3,valid,,A dog looks content sitting on a bed after ripping up some paper,a dog sitting on a bed after ripping up paper.,"isa_wn(dog, animal); isa_wn(sitting, stay); isa_wn(bed, furniture); isa_wn(ripping up, destroy)","[[""bed"",""furniture""],[""dog"",""animal""],[""rip up"",""destroy""],[""sit"",""stay""]]",2,2,4,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""bed"",""lemma"":""bed"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""bed"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""bed"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""furniture"",""lemma"":""furniture"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""dog"",""lemma"":""dog"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""dog"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""dog"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""animal"",""lemma"":""animal"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":1,""argument"":""ripping up"",""lemma"":""rip up"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""ripping up"",""pos_tags"":[""VBG"",""RP""]},{""sentence"":""hypothesis"",""span"":""ripping up"",""pos_tags"":[""VBG"",""RP""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""destroy"",""lemma"":""destroy"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":4,""argument_index"":1,""argument"":""sitting"",""lemma"":""sit"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sitting"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""sitting"",""pos_tags"":[""VBG""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""stay"",""lemma"":""stay"",""decision"":""absent"",""POS_evidence"":[]}]"
342289865.jpg#1r1e,lasha,google/gemma-3-4b-it,3,valid,,Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.,"isa_wn(man, person); isa_wn(brown and red checkered button up shirt, casual clothing); isa_wn(blue jeans, casual clothing); isa_wn(makes laugh, causes to be merry)","[[""blue jean"",""casual clothing""],[""brown and red checker button up shirt"",""casual clothing""],[""makes laugh"",""causes to be merry""],[""man"",""person""]]",2,4,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""blue jeans"",""lemma"":""blue jean"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""blue jeans"",""pos_tags"":[""JJ"",""NNS""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""casual clothing"",""lemma"":""casual clothing"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""casual clothing"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""brown and red checkered button up shirt"",""lemma"":""brown and red checker button up shirt"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""brown and red checkered button up shirt"",""pos_tags"":[""JJ"",""CC"",""JJ"",""VBD"",""NN"",""RP"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""casual clothing"",""lemma"":""casual clothing"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""casual clothing"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""makes laugh"",""lemma"":""makes laugh"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":2,""argument"":""causes to be merry"",""lemma"":""causes to be merry"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":4,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""Man"",""pos_tags"":[""NN""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]}]"
3424908564.jpg#1r1e,lasha,google/gemma-3-4b-it,3,valid,,A woman with red-hair and wearing a black tank top and short jeans shorts appears to be yelling.,A woman with red-hair screams.,"isa_wn(red-hair, red hair); isa_wn(yelling, scream)","[[""red-hair"",""red hair""],[""yell"",""scream""]]",1,0,2,1,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""red-hair"",""lemma"":""red-hair"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""red-hair"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""red-hair"",""pos_tags"":[""JJ""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""red hair"",""lemma"":""red hair"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""yelling"",""lemma"":""yell"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""yelling"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""scream"",""lemma"":""scream"",""decision"":""absent"",""POS_evidence"":[]}]"
3426144752.jpg#0r1e,lasha,google/gemma-3-4b-it,3,valid,,The blond-haired and blue eyed child holds the wooden airplane in his hands.,A child is playing with a toy airplane.,"isa_wn(blond-haired, blond); isa_wn(blue eyed, eyed); isa_wn(child, person); isa_wn(wooden airplane, toy airplane)","[[""blond-haired"",""blond""],[""blue eye"",""eye""],[""child"",""person""],[""wooden airplane"",""toy airplane""]]",2,4,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""blond-haired"",""lemma"":""blond-haired"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""blond-haired"",""pos_tags"":[""JJ""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""blond"",""lemma"":""blond"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""blue eyed"",""lemma"":""blue eye"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""blue eyed"",""pos_tags"":[""JJ"",""VBN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""eyed"",""lemma"":""eye"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""eyed"",""pos_tags"":[""VBN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""child"",""lemma"":""child"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""child"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""child"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":4,""argument_index"":1,""argument"":""wooden airplane"",""lemma"":""wooden airplane"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""wooden airplane"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""toy airplane"",""lemma"":""toy airplane"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""toy airplane"",""pos_tags"":[""NN"",""NN""]}]}]"
3426724811.jpg#4r1e,lasha,google/gemma-3-4b-it,3,valid,,Several men in protective suits are rolling a man on a gurnee.,A man is on a gurney,"isa_wn(man, person); isa_wn(gurney, wheeled bed)","[[""gurney"",""wheeled bed""],[""man"",""person""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""gurney"",""lemma"":""gurney"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""gurney"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""wheeled bed"",""lemma"":""wheeled bed"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""absent"",""POS_evidence"":[]}]"
3432730942.jpg#0r1e,lasha,google/gemma-3-4b-it,3,valid,,Two people look at two red motorcycles in a place where there are religious murals on the wall.,The two people are looking at motorcycles.,"isa_wn(people, person); isa_wn(look at, observe); isa_wn(motorcycles, vehicle)","[[""look at"",""observe""],[""motorcycle"",""vehicle""],[""people"",""person""]]",1,2,3,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""look at"",""lemma"":""look at"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""look at"",""pos_tags"":[""VBP"",""IN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""observe"",""lemma"":""observe"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""motorcycles"",""lemma"":""motorcycle"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""motorcycles"",""pos_tags"":[""NNS""]},{""sentence"":""hypothesis"",""span"":""motorcycles"",""pos_tags"":[""NNS""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""vehicle"",""lemma"":""vehicle"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":1,""argument"":""people"",""lemma"":""people"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""people"",""pos_tags"":[""NNS""]},{""sentence"":""hypothesis"",""span"":""people"",""pos_tags"":[""NNS""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""absent"",""POS_evidence"":[]}]"
3440104178.jpg#4r1e,lasha,google/gemma-3-4b-it,3,valid,,A dog with big ears holds a ball in his mouth.,The dog has big ears.,"isa_wn(dog, animal); isa_wn(big ears, ears)","[[""big ear"",""ear""],[""dog"",""animal""]]",2,1,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""big ears"",""lemma"":""big ear"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""big ears"",""pos_tags"":[""JJ"",""NNS""]},{""sentence"":""hypothesis"",""span"":""big ears"",""pos_tags"":[""JJ"",""NNS""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""ears"",""lemma"":""ear"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""ears"",""pos_tags"":[""NNS""]},{""sentence"":""hypothesis"",""span"":""ears"",""pos_tags"":[""NNS""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""dog"",""lemma"":""dog"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""dog"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""dog"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""animal"",""lemma"":""animal"",""decision"":""absent"",""POS_evidence"":[]}]"
3447155358.jpg#3r1e,lasha,google/gemma-3-4b-it,3,valid,,A little girl in a red flowered dress with a tennis racket.,A little girl in red.,"isa_wn(little girl, girl); isa_wn(red, red); isa_wn(flowered dress, dress)","[[""flowered dress"",""dress""],[""little girl"",""girl""],[""red"",""red""]]",0,6,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""flowered dress"",""lemma"":""flowered dress"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""flowered dress"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""dress"",""lemma"":""dress"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""dress"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""little girl"",""lemma"":""little girl"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""little girl"",""pos_tags"":[""JJ"",""NN""]},{""sentence"":""hypothesis"",""span"":""little girl"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""girl"",""lemma"":""girl"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""girl"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""girl"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""red"",""lemma"":""red"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""red"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""red"",""pos_tags"":[""JJ""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""red"",""lemma"":""red"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""red"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""red"",""pos_tags"":[""JJ""]}]}]"
3455964125.jpg#0r1e,lasha,google/gemma-3-4b-it,3,valid,,"A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air.","isa_wn(young woman, female); isa_wn(dressed as a princess, wearing clothes); isa_wn(waving, waving her hands); isa_wn(inside a ride, on a moving vehicle)","[[""dress as a princess"",""wearing clothes""],[""inside a ride"",""on a move vehicle""],[""wave"",""wave her hand""],[""young woman"",""female""]]",4,3,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""dressed as a princess"",""lemma"":""dress as a princess"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""dressed as a princess"",""pos_tags"":[""VBD"",""IN"",""DT"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""wearing clothes"",""lemma"":""wearing clothes"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""inside a ride"",""lemma"":""inside a ride"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""inside a ride"",""pos_tags"":[""IN"",""DT"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""on a moving vehicle"",""lemma"":""on a move vehicle"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""on a moving vehicle"",""pos_tags"":[""IN"",""DT"",""VBG"",""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""waving"",""lemma"":""wave"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""waving"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""waving"",""pos_tags"":[""VBG""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""waving her hands"",""lemma"":""wave her hand"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""waving her hands"",""pos_tags"":[""VBG"",""PRP$"",""NNS""]}]},{""relation_index"":4,""argument_index"":1,""argument"":""young woman"",""lemma"":""young woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""young woman"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""female"",""lemma"":""female"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""female"",""pos_tags"":[""NN""]}]}]"
