ID,prompt,model,repeat,relation_index,argument_index,status,argument,lemma,decision,POS_evidence_json,premise,hypothesis
2843629756.jpg#0r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,window,window,unchanged,"[{""sentence"":""premise"",""span"":""window"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""window"",""pos_tags"":[""NN""]}]",A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.,A man is putting a sign in the window.
2843629756.jpg#0r1e,lasha,google/gemma-3-4b-it,3,4,1,valid,wearing shorts,wear short,changed,"[{""sentence"":""premise"",""span"":""wearing shorts"",""pos_tags"":[""VBG"",""NNS""]}]",A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.,A man is putting a sign in the window.
2843629756.jpg#0r1e,lasha,google/gemma-3-4b-it,3,4,2,valid,wearing,wear,changed,"[{""sentence"":""premise"",""span"":""wearing"",""pos_tags"":[""VBG""]}]",A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.,A man is putting a sign in the window.
2853682342.jpg#1r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,blue shirt,blue shirt,unchanged,"[{""sentence"":""premise"",""span"":""blue shirt"",""pos_tags"":[""JJ"",""NN""]}]","A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue
2853682342.jpg#1r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,blue,blue,unchanged,"[{""sentence"":""premise"",""span"":""blue"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""blue"",""pos_tags"":[""JJ""]}]","A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue
2853682342.jpg#1r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,jumping down,jump down,changed,"[{""sentence"":""premise"",""span"":""jumping down"",""pos_tags"":[""VBG"",""RP""]}]","A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue
2853682342.jpg#1r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,move down,move down,absent,[],"A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue
2853682342.jpg#1r1e,lasha,google/gemma-3-4b-it,3,3,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""man"",""pos_tags"":[""NN""]}]","A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue
2853682342.jpg#1r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,person,person,absent,[],"A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue
288406480.jpg#0r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,baby,baby,unchanged,"[{""sentence"":""premise"",""span"":""baby"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""baby"",""pos_tags"":[""NN""]}]",A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional
288406480.jpg#0r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,child,child,absent,[],A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional
288406480.jpg#0r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,doctor,doctor,unchanged,"[{""sentence"":""premise"",""span"":""doctor"",""pos_tags"":[""NN""]}]",A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional
288406480.jpg#0r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,professional,professional,unchanged,"[{""sentence"":""hypothesis"",""span"":""professional"",""pos_tags"":[""JJ""]}]",A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional
288406480.jpg#0r1e,lasha,google/gemma-3-4b-it,3,3,1,valid,pretending,pretend,changed,"[{""sentence"":""premise"",""span"":""pretending"",""pos_tags"":[""VBG""]}]",A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional
288406480.jpg#0r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,role playing,role playing,unchanged,"[{""sentence"":""hypothesis"",""span"":""role playing"",""pos_tags"":[""NN"",""NN""]}]",A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional
2898,lasha,google/gemma-3-4b-it,3,1,1,valid,barbells,barbell,changed,"[{""sentence"":""premise"",""span"":""barbells"",""pos_tags"":[""NNS""]}]",The man is lifting barbells,The man is lifting weights
2898,lasha,google/gemma-3-4b-it,3,1,2,valid,weights,weight,changed,"[{""sentence"":""hypothesis"",""span"":""weights"",""pos_tags"":[""NNS""]}]",The man is lifting barbells,The man is lifting weights
2971285079.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,girl,girl,unchanged,"[{""sentence"":""premise"",""span"":""girl"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""girl"",""pos_tags"":[""NN""]}]",A girl wearing makeup playing a bass.,A girl is musical.
2971285079.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,person,person,absent,[],A girl wearing makeup playing a bass.,A girl is musical.
2971285079.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,playing,play,changed,"[{""sentence"":""premise"",""span"":""playing"",""pos_tags"":[""VBG""]}]",A girl wearing makeup playing a bass.,A girl is musical.
2971285079.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,musical,musical,unchanged,"[{""sentence"":""hypothesis"",""span"":""musical"",""pos_tags"":[""JJ""]}]",A girl wearing makeup playing a bass.,A girl is musical.
3036894037.jpg#1r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,commando,commando,absent,[],Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.
3036894037.jpg#1r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,soldier,soldier,absent,[],Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.
3036894037.jpg#1r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,gun,gun,unchanged,"[{""sentence"":""premise"",""span"":""gun"",""pos_tags"":[""NN""]}]",Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.
3036894037.jpg#1r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,weapon,weapon,absent,[],Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.
3040999637.jpg#4r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,stereo equipment,stereo equipment,unchanged,"[{""sentence"":""premise"",""span"":""stereo equipment"",""pos_tags"":[""JJ"",""NN""]}]",A man uses stereo equipment.,A man is using some audio equipment.
3040999637.jpg#4r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,audio equipment,audio equipment,unchanged,"[{""sentence"":""hypothesis"",""span"":""audio equipment"",""pos_tags"":[""JJ"",""NN""]}]",A man uses stereo equipment.,A man is using some audio equipment.
3046190891.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,ocean,ocean,unchanged,"[{""sentence"":""premise"",""span"":""ocean"",""pos_tags"":[""NN""]}]",A surfer is performing a jumping stunt in the ocean.,A person in the water.
3046190891.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,water,water,unchanged,"[{""sentence"":""hypothesis"",""span"":""water"",""pos_tags"":[""NN""]}]",A surfer is performing a jumping stunt in the ocean.,A person in the water.
3046190891.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,surfer,surfer,unchanged,"[{""sentence"":""premise"",""span"":""surfer"",""pos_tags"":[""NN""]}]",A surfer is performing a jumping stunt in the ocean.,A person in the water.
3046190891.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",A surfer is performing a jumping stunt in the ocean.,A person in the water.
3047788420.jpg#0r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,lady,lady,unchanged,"[{""sentence"":""premise"",""span"":""lady"",""pos_tags"":[""NN""]}]",A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting
3047788420.jpg#0r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,person,person,unchanged,"[{""sentence"":""hypothesis"",""span"":""person"",""pos_tags"":[""NN""]}]",A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting
3047788420.jpg#0r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,sitting,sit,changed,"[{""sentence"":""premise"",""span"":""sitting"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""sitting"",""pos_tags"":[""VBG""]}]",A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting
3047788420.jpg#0r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,sit,sit,absent,[],A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting
3054989420.jpg#0r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,children,child,changed,"[{""sentence"":""premise"",""span"":""children"",""pos_tags"":[""NNS""]},{""sentence"":""hypothesis"",""span"":""children"",""pos_tags"":[""NNS""]}]",Two children throw dead leaves into the air around them.,The children are outside.
3054989420.jpg#0r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,person,person,absent,[],Two children throw dead leaves into the air around them.,The children are outside.
3054989420.jpg#0r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,throw,throw,unchanged,"[{""sentence"":""premise"",""span"":""throw"",""pos_tags"":[""VBP""]}]",Two children throw dead leaves into the air around them.,The children are outside.
3054989420.jpg#0r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,move,move,absent,[],Two children throw dead leaves into the air around them.,The children are outside.
3064443326.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,riot police,riot police,unchanged,"[{""sentence"":""premise"",""span"":""Riot police"",""pos_tags"":[""NNP"",""NNS""]}]",Riot police are standing in the background while a young man with a red scarf covering his face is walking.,there are police
3064443326.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,police,police,unchanged,"[{""sentence"":""premise"",""span"":""police"",""pos_tags"":[""NNS""]},{""sentence"":""hypothesis"",""span"":""police"",""pos_tags"":[""NNS""]}]",Riot police are standing in the background while a young man with a red scarf covering his face is walking.,there are police
3072611047.jpg#1r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,children,child,changed,"[{""sentence"":""premise"",""span"":""children"",""pos_tags"":[""NNS""]}]",Two children are diving side by side into a river.,Two humans are about to enter a river.
3072611047.jpg#1r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,humans,human,changed,"[{""sentence"":""hypothesis"",""span"":""humans"",""pos_tags"":[""NNS""]}]",Two children are diving side by side into a river.,Two humans are about to enter a river.
3072611047.jpg#1r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,diving,dive,changed,"[{""sentence"":""premise"",""span"":""diving"",""pos_tags"":[""VBG""]}]",Two children are diving side by side into a river.,Two humans are about to enter a river.
3072611047.jpg#1r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,enter,enter,unchanged,"[{""sentence"":""hypothesis"",""span"":""enter"",""pos_tags"":[""VB""]}]",Two children are diving side by side into a river.,Two humans are about to enter a river.
3091403322.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,drums,drum,changed,"[{""sentence"":""premise"",""span"":""drums"",""pos_tags"":[""NNS""]}]",A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.
3091403322.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,musical instrument,musical instrument,unchanged,"[{""sentence"":""hypothesis"",""span"":""musical instrument"",""pos_tags"":[""JJ"",""NN""]}]",A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.
3091403322.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""man"",""pos_tags"":[""NN""]}]",A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.
3091403322.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,person,person,absent,[],A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.
3091403322.jpg#2r1e,lasha,google/gemma-3-4b-it,3,3,1,valid,playing,play,changed,"[{""sentence"":""premise"",""span"":""playing"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""playing"",""pos_tags"":[""VBG""]}]",A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.
3091403322.jpg#2r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,play,play,absent,[],A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.
3091403322.jpg#2r1e,lasha,google/gemma-3-4b-it,3,4,1,valid,shirt,shirt,unchanged,"[{""sentence"":""premise"",""span"":""shirt"",""pos_tags"":[""NN""]}]",A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.
3091403322.jpg#2r1e,lasha,google/gemma-3-4b-it,3,4,2,valid,clothing,clothing,absent,[],A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.
3091921457.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,children,child,changed,"[{""sentence"":""premise"",""span"":""children"",""pos_tags"":[""NNS""]}]",Several children are standing in a house looking out the window.,kids stare out the window
3091921457.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,kids,kid,changed,"[{""sentence"":""hypothesis"",""span"":""kids"",""pos_tags"":[""NNS""]}]",Several children are standing in a house looking out the window.,kids stare out the window
3091921457.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,standing,stand,changed,"[{""sentence"":""premise"",""span"":""standing"",""pos_tags"":[""VBG""]}]",Several children are standing in a house looking out the window.,kids stare out the window
3091921457.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,stare,stare,unchanged,"[{""sentence"":""hypothesis"",""span"":""stare"",""pos_tags"":[""VBP""]}]",Several children are standing in a house looking out the window.,kids stare out the window
3091921457.jpg#2r1e,lasha,google/gemma-3-4b-it,3,3,1,valid,window,window,unchanged,"[{""sentence"":""premise"",""span"":""window"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""window"",""pos_tags"":[""NN""]}]",Several children are standing in a house looking out the window.,kids stare out the window
3091921457.jpg#2r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,window,window,unchanged,"[{""sentence"":""premise"",""span"":""window"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""window"",""pos_tags"":[""NN""]}]",Several children are standing in a house looking out the window.,kids stare out the window
3101378069.jpg#4r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,canoe,canoe,unchanged,"[{""sentence"":""premise"",""span"":""canoe"",""pos_tags"":[""NN""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,boat,boat,unchanged,"[{""sentence"":""hypothesis"",""span"":""boat"",""pos_tags"":[""NN""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,filled,fill,changed,"[{""sentence"":""premise"",""span"":""filled"",""pos_tags"":[""VBN""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,loaded,load,changed,"[{""sentence"":""hypothesis"",""span"":""loaded"",""pos_tags"":[""VBN""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,google/gemma-3-4b-it,3,3,1,valid,lady,lady,unchanged,"[{""sentence"":""premise"",""span"":""lady"",""pos_tags"":[""NN""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,woman,woman,unchanged,"[{""sentence"":""hypothesis"",""span"":""woman"",""pos_tags"":[""NN""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,google/gemma-3-4b-it,3,4,1,valid,things,thing,changed,"[{""sentence"":""premise"",""span"":""things"",""pos_tags"":[""NNS""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3101378069.jpg#4r1e,lasha,google/gemma-3-4b-it,3,4,2,valid,items,item,changed,"[{""sentence"":""hypothesis"",""span"":""items"",""pos_tags"":[""NNS""]}]",A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.
3106022785.jpg#0r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,dressed as dorthy,dress as dorthy,changed,"[{""sentence"":""premise"",""span"":""dressed as Dorthy"",""pos_tags"":[""VBN"",""IN"",""NNP""]}]","A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
3106022785.jpg#0r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,wearing a costume,wear a costume,changed,"[{""sentence"":""hypothesis"",""span"":""wearing a costume"",""pos_tags"":[""VBG"",""DT"",""NN""]}]","A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
3106022785.jpg#0r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,movie,movie,unchanged,"[{""sentence"":""hypothesis"",""span"":""movie"",""pos_tags"":[""NN""]}]","A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
3106022785.jpg#0r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,film,film,absent,[],"A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
3106022785.jpg#0r1e,lasha,google/gemma-3-4b-it,3,3,1,valid,woman,woman,unchanged,"[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]}]","A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
3106022785.jpg#0r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,somebody,somebody,unchanged,"[{""sentence"":""hypothesis"",""span"":""Somebody"",""pos_tags"":[""NN""]}]","A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.
311,lasha,google/gemma-3-4b-it,3,1,1,valid,ocean,ocean,unchanged,"[{""sentence"":""premise"",""span"":""ocean"",""pos_tags"":[""NN""]}]",A group of people is near the ocean,A crowd of people is near the water
311,lasha,google/gemma-3-4b-it,3,1,2,valid,water,water,unchanged,"[{""sentence"":""hypothesis"",""span"":""water"",""pos_tags"":[""NN""]}]",A group of people is near the ocean,A crowd of people is near the water
311,lasha,google/gemma-3-4b-it,3,2,1,valid,people,people,unchanged,"[{""sentence"":""premise"",""span"":""people"",""pos_tags"":[""NNS""]},{""sentence"":""hypothesis"",""span"":""people"",""pos_tags"":[""NNS""]}]",A group of people is near the ocean,A crowd of people is near the water
311,lasha,google/gemma-3-4b-it,3,2,2,valid,crowd,crowd,unchanged,"[{""sentence"":""hypothesis"",""span"":""crowd"",""pos_tags"":[""NN""]}]",A group of people is near the ocean,A crowd of people is near the water
3115354165.jpg#4r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,ollies,ollies,unchanged,"[{""sentence"":""premise"",""span"":""ollies"",""pos_tags"":[""NNS""]}]",a skateboarder ollies.,Someone is on a board with four wheels.
3115354165.jpg#4r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,ride,ride,absent,[],a skateboarder ollies.,Someone is on a board with four wheels.
3115354165.jpg#4r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,skateboarder,skateboarder,unchanged,"[{""sentence"":""premise"",""span"":""skateboarder"",""pos_tags"":[""NN""]}]",a skateboarder ollies.,Someone is on a board with four wheels.
3115354165.jpg#4r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,person,person,absent,[],a skateboarder ollies.,Someone is on a board with four wheels.
3122,lasha,google/gemma-3-4b-it,3,1,1,valid,eyelid,eyelid,unchanged,"[{""sentence"":""premise"",""span"":""eyelid"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""eyelid"",""pos_tags"":[""JJ""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,1,2,valid,eyelid,eyelid,unchanged,"[{""sentence"":""premise"",""span"":""eyelid"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""eyelid"",""pos_tags"":[""JJ""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,2,1,valid,eyeliner,eyeliner,absent,[],A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,2,2,valid,cosmetics,cosmetic,changed,"[{""sentence"":""hypothesis"",""span"":""cosmetics"",""pos_tags"":[""NNS""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,3,1,valid,pencil,pencil,unchanged,"[{""sentence"":""premise"",""span"":""pencil"",""pos_tags"":[""NN""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,3,2,valid,cosmetics,cosmetic,changed,"[{""sentence"":""hypothesis"",""span"":""cosmetics"",""pos_tags"":[""NNS""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,4,1,valid,using,use,changed,"[{""sentence"":""premise"",""span"":""using"",""pos_tags"":[""VBG""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,4,2,valid,applying,apply,changed,"[{""sentence"":""premise"",""span"":""applying"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""applying"",""pos_tags"":[""VBG""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,5,1,valid,woman,woman,unchanged,"[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""woman"",""pos_tags"":[""NN""]}]",A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
3122,lasha,google/gemma-3-4b-it,3,5,2,valid,person,person,absent,[],A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid
312691128.jpg#1r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,flipping,flipping,unchanged,"[{""sentence"":""premise"",""span"":""flipping"",""pos_tags"":[""NN""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
312691128.jpg#1r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,cooking,cook,changed,"[{""sentence"":""hypothesis"",""span"":""cooking"",""pos_tags"":[""VBG""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
312691128.jpg#1r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
312691128.jpg#1r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,male,male,unchanged,"[{""sentence"":""hypothesis"",""span"":""male"",""pos_tags"":[""NN""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
312691128.jpg#1r1e,lasha,google/gemma-3-4b-it,3,3,1,valid,pancake,pancake,unchanged,"[{""sentence"":""premise"",""span"":""pancake"",""pos_tags"":[""NN""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
312691128.jpg#1r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,food,food,unchanged,"[{""sentence"":""hypothesis"",""span"":""food"",""pos_tags"":[""NN""]}]",A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.
3134092148.jpg#3r2e,lasha,google/gemma-3-4b-it,3,1,1,valid,surfing,surf,changed,"[{""sentence"":""premise"",""span"":""surfing"",""pos_tags"":[""VBG""]}]",A man surfing a wave.,A man catches a wave.
3134092148.jpg#3r2e,lasha,google/gemma-3-4b-it,3,1,2,valid,catch,catch,absent,[],A man surfing a wave.,A man catches a wave.
3168293517.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,blue shirt,blue shirt,unchanged,"[{""sentence"":""premise"",""span"":""blue shirt"",""pos_tags"":[""JJ"",""NN""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,blue,blue,unchanged,"[{""sentence"":""premise"",""span"":""blue"",""pos_tags"":[""JJ""]},{""sentence"":""hypothesis"",""span"":""blue"",""pos_tags"":[""JJ""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,holding,hold,changed,"[{""sentence"":""premise"",""span"":""holding"",""pos_tags"":[""VBG""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,holds,hold,changed,"[{""sentence"":""hypothesis"",""span"":""holds"",""pos_tags"":[""VBZ""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,google/gemma-3-4b-it,3,3,1,valid,little boy,little boy,unchanged,"[{""sentence"":""premise"",""span"":""little boy"",""pos_tags"":[""JJ"",""NN""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3168293517.jpg#2r1e,lasha,google/gemma-3-4b-it,3,3,2,valid,boy,boy,unchanged,"[{""sentence"":""premise"",""span"":""boy"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""Boy"",""pos_tags"":[""NNP""]}]",A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.
3181701312.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,1,valid,man,man,unchanged,"[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]",A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.
3181701312.jpg#2r1e,lasha,google/gemma-3-4b-it,3,1,2,valid,someone,someone,unchanged,"[{""sentence"":""hypothesis"",""span"":""Someone"",""pos_tags"":[""NN""]}]",A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.
3181701312.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,1,valid,sidewalk,sidewalk,unchanged,"[{""sentence"":""premise"",""span"":""sidewalk"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""sidewalk"",""pos_tags"":[""NN""]}]",A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.
3181701312.jpg#2r1e,lasha,google/gemma-3-4b-it,3,2,2,valid,sidewalk,sidewalk,unchanged,"[{""sentence"":""premise"",""span"":""sidewalk"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""sidewalk"",""pos_tags"":[""NN""]}]",A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.
